#! FIELDS time d1 d2 d3
 0.000000 0.150067 0.154600 0.150499
 1.000000 0.148708 0.153574 0.150469
 2.000000 0.150263 0.149462 0.145647
 3.000000 0.150579 0.152178 0.147486
 4.000000 0.143489 0.155775 0.156045
 5.000000 0.152230 0.153496 0.152217
 6.000000 0.153379 0.150795 0.148744
 7.000000 0.147936 0.152062 0.144544
 8.000000 0.153199 0.148930 0.146874
 9.000000 0.148439 0.148122 0.149044
 10.000000 0.146878 0.147367 0.153574
 11.000000 0.149182 0.147231 0.148287
 12.000000 0.147732 0.148314 0.147353
 13.000000 0.146472 0.151222 0.152594
 14.000000 0.147557 0.148250 0.154148
 15.000000 0.151361 0.145702 0.146489
 16.000000 0.149302 0.149296 0.148933
 17.000000 0.150173 0.156586 0.154237
 18.000000 0.149142 0.145637 0.148973
 19.000000 0.150465 0.148704 0.152660
 20.000000 0.153075 0.149870 0.151822
 21.000000 0.151815 0.149231 0.153248
 22.000000 0.150960 0.150363 0.144672
 23.000000 0.151664 0.149432 0.149338
 24.000000 0.149917 0.153945 0.148768
 25.000000 0.148209 0.148219 0.146963
 26.000000 0.153447 0.149616 0.150725
 27.000000 0.150868 0.149786 0.153268
 28.000000 0.148678 0.154100 0.150599
 29.000000 0.148459 0.149543 0.147190
 30.000000 0.146404 0.149205 0.145839
 31.000000 0.151347 0.151664 0.146342
 32.000000 0.151017 0.151083 0.152279
 33.000000 0.153954 0.148145 0.154567
 34.000000 0.150310 0.151440 0.148825
 35.000000 0.150230 0.151228 0.151914
 36.000000 0.146932 0.150685 0.153382
 37.000000 0.149429 0.151271 0.144589
 38.000000 0.153890 0.148546 0.151056
 39.000000 0.145853 0.150655 0.148418
 40.000000 0.150300 0.155580 0.151766
 41.000000 0.151235 0.149037 0.151215
 42.000000 0.150100 0.146755 0.147068
 43.000000 0.149302 0.150446 0.150439
 44.000000 0.148731 0.151016 0.148815
 45.000000 0.150662 0.144028 0.148125
 46.000000 0.147442 0.149726 0.150529
 47.000000 0.152003 0.151380 0.147452
 48.000000 0.149820 0.151562 0.152476
 49.000000 0.148762 0.149214 0.149362
 50.000000 0.147133 0.148560 0.152895
 51.000000 0.147736 0.144073 0.152673
 52.000000 0.148721 0.150616 0.146072
 53.000000 0.155293 0.150821 0.150057
 54.000000 0.148973 0.145870 0.146547
 55.000000 0.151773 0.151225 0.153571
 56.000000 0.151493 0.152056 0.149044
 57.000000 0.151361 0.147865 0.149442
 58.000000 0.145612 0.150725 0.151430
 59.000000 0.149205 0.152319 0.150286
 60.000000 0.151621 0.148128 0.148253
 61.000000 0.153473 0.151888 0.146496
 62.000000 0.153773 0.149857 0.151796
 63.000000 0.150735 0.146840 0.144676
 64.000000 0.153265 0.150376 0.148493
 65.000000 0.145341 0.148044 0.149027
 66.000000 0.150380 0.148189 0.151000
 67.000000 0.151555 0.149646 0.150030
 68.000000 0.156352 0.148573 0.150864
 69.000000 0.149188 0.151941 0.150030
 70.000000 0.149255 0.150645 0.149339
 71.000000 0.151291 0.156378 0.147082
 72.000000 0.146537 0.147905 0.148432
 73.000000 0.149201 0.147201 0.151146
 74.000000 0.152250 0.152607 0.155609
 75.000000 0.147272 0.150313 0.151809
 76.000000 0.149683 0.148250 0.151809
 77.000000 0.145471 0.149469 0.151730
 78.000000 0.153222 0.149753 0.148198
 79.000000 0.152584 0.148146 0.147303
 80.000000 0.155087 0.150353 0.149044
 81.000000 0.147814 0.151116 0.151182
 82.000000 0.145338 0.149696 0.155197
 83.000000 0.149335 0.144907 0.149730
 84.000000 0.150326 0.150163 0.148721
 85.000000 0.149870 0.158840 0.149633
 86.000000 0.156084 0.147068 0.149953
