#! FIELDS time n d
 0.000000 0.358266 0.248898
 10.000000 0.382999 0.277237
 20.000000 0.355279 0.255522
 30.000000 0.409453 0.287926
 40.000000 0.325553 0.258847
 50.000000 0.508128 0.335965
 60.000000 0.433478 0.284839
 70.000000 0.350882 0.251564
 80.000000 0.402054 0.254802
 90.000000 0.376775 0.254521
 100.000000 0.399322 0.284062
 110.000000 0.376288 0.262316
 120.000000 0.252635 0.268046
 130.000000 0.425307 0.262093
 140.000000 0.450921 0.263403
 150.000000 0.385245 0.274146
 160.000000 0.341412 0.280672
 170.000000 0.259948 0.262870
 180.000000 0.444793 0.295137
 190.000000 0.422563 0.243520
 200.000000 0.487651 0.289782
 210.000000 0.384034 0.273086
 220.000000 0.313846 0.258531
 230.000000 0.393541 0.316982
 240.000000 0.275999 0.258530
 250.000000 0.411700 0.296792
 260.000000 0.424175 0.290317
 270.000000 0.400266 0.275781
 280.000000 0.522770 0.256496
 290.000000 0.521515 0.316993
 300.000000 0.380638 0.259976
 310.000000 0.338366 0.247289
 320.000000 0.341916 0.285667
 330.000000 0.366274 0.264998
 340.000000 0.394888 0.276820
 350.000000 0.316990 0.285460
 360.000000 0.376075 0.285708
 370.000000 0.396747 0.331899
 380.000000 0.484319 0.326712
 390.000000 0.376704 0.279566
 400.000000 0.411310 0.267938
 410.000000 0.400191 0.279623
 420.000000 0.418576 0.317391
 430.000000 0.372996 0.256579
 440.000000 0.329242 0.265829
 450.000000 0.343111 0.250217
 460.000000 0.442624 0.286643
 470.000000 0.400220 0.264531
 480.000000 0.400662 0.276675
 490.000000 0.439985 0.295129
 500.000000 0.335945 0.290100
 510.000000 0.490085 0.300986
 520.000000 0.343466 0.273018
 530.000000 0.435219 0.275488
 540.000000 0.434879 0.310514
 550.000000 0.445164 0.298403
 560.000000 0.310949 0.281648
 570.000000 0.275844 0.246353
 580.000000 0.384541 0.304504
 590.000000 0.383208 0.263826
 600.000000 0.372284 0.243068
 610.000000 0.447093 0.296142
 620.000000 0.444541 0.270063
 630.000000 0.475130 0.287252
 640.000000 0.373193 0.298519
 650.000000 0.479849 0.277968
 660.000000 0.458149 0.297298
 670.000000 0.484176 0.293979
 680.000000 0.521143 0.265033
 690.000000 0.336332 0.263092
 700.000000 0.527681 0.311897
 710.000000 0.258704 0.265839
 720.000000 0.311437 0.254540
 730.000000 0.438158 0.278640
 740.000000 0.428009 0.292158
 750.000000 0.391052 0.276937
 760.000000 0.436933 0.304607
 770.000000 0.398842 0.261887
 780.000000 0.384708 0.294706
 790.000000 0.277743 0.307452
 800.000000 0.409103 0.246482
 810.000000 0.498898 0.290078
 820.000000 0.552484 0.284285
 830.000000 0.445787 0.272872
 840.000000 0.340156 0.274362
 850.000000 0.367787 0.280673
 860.000000 0.396675 0.258620
 870.000000 0.537243 0.271742
 880.000000 0.394326 0.284629
 890.000000 0.449765 0.234785
 900.000000 0.359187 0.292509
 910.000000 0.303070 0.244211
 920.000000 0.518278 0.297457
 930.000000 0.383070 0.276690
 940.000000 0.391040 0.313894
 950.000000 0.403021 0.278209
 960.000000 0.360202 0.256803
 970.000000 0.333276 0.247184
 980.000000 0.432992 0.267089
 990.000000 0.335353 0.292230
 1000.000000 0.392404 0.266903
 1010.000000 0.350904 0.260289
 1020.000000 0.611783 0.297719
 1030.000000 0.417603 0.285039
 1040.000000 0.379391 0.256670
 1050.000000 0.648535 0.306549
 1060.000000 0.525910 0.313844
 1070.000000 0.355237 0.258702
 1080.000000 0.333708 0.269758
 1090.000000 0.360632 0.280717
 1100.000000 0.466342 0.292964
 1110.000000 0.358364 0.279569
 1120.000000 0.387260 0.254395
 1130.000000 0.553797 0.303682
 1140.000000 0.464210 0.269708
 1150.000000 0.411542 0.270438
 1160.000000 0.396916 0.310503
 1170.000000 0.430675 0.287787
 1180.000000 0.477415 0.313198
 1190.000000 0.152528 0.240668
 1200.000000 0.616927 0.242706
 1210.000000 0.417803 0.319310
 1220.000000 0.482878 0.308216
 1230.000000 0.421634 0.288987
 1240.000000 0.324086 0.277530
 1250.000000 0.500141 0.312875
 1260.000000 0.541339 0.275291
 1270.000000 0.479462 0.254514
 1280.000000 0.448785 0.239661
 1290.000000 0.534101 0.270762
 1300.000000 0.332007 0.248403
 1310.000000 0.427898 0.263138
 1320.000000 0.355453 0.260478
 1330.000000 0.476199 0.278267
 1340.000000 0.346675 0.250057
 1350.000000 0.388024 0.275974
 1360.000000 0.417613 0.307262
 1370.000000 0.365650 0.266857
 1380.000000 0.431333 0.244537
 1390.000000 0.342673 0.283833
 1400.000000 0.612555 0.320389
 1410.000000 0.487555 0.283853
 1420.000000 0.261163 0.261792
 1430.000000 0.190678 0.294349
 1440.000000 0.166024 0.268232
 1450.000000 0.695215 0.297451
 1460.000000 0.492750 0.234567
