#! FIELDS theta lambda file.free der_theta der_lambda
#! SET min_theta -pi
#! SET max_theta pi
#! SET nbins_theta  360
#! SET periodic_theta true
#! SET min_lambda 0
#! SET max_lambda 15
#! SET nbins_lambda  16
#! SET periodic_lambda false
   -3.141592654    0.000000000 -1162.113489693    0.330416084   -0.000000000
   -3.124139361    0.000000000 -1162.092269092    1.369069978   -0.000000000
   -3.106686069    0.000000000 -1162.098091616    2.122730254   -0.000000000
   -3.089232776    0.000000000 -1162.031702627    3.077578161   -0.000000000
   -3.071779484    0.000000000 -1161.968529725    4.173909290   -0.000000000
   -3.054326191    0.000000000 -1161.896772069    4.946134826   -0.000000000
   -3.036872898    0.000000000 -1161.812220440    5.806714924   -0.000000000
   -3.019419606    0.000000000 -1161.682354190    6.763760879   -0.000000000
   -3.001966313    0.000000000 -1161.571293080    7.663474528   -0.000000000
   -2.984513021    0.000000000 -1161.432303171    8.655498656   -0.000000000
   -2.967059728    0.000000000 -1161.253819478    9.577909217   -0.000000000
   -2.949606436    0.000000000 -1161.073841817   10.439061326   -0.000000000
   -2.932153143    0.000000000 -1160.880557754   11.380742489   -0.000000000
   -2.914699851    0.000000000 -1160.681969819   12.353511670   -0.000000000
   -2.897246558    0.000000000 -1160.446775121   13.199712303   -0.000000000
   -2.879793266    0.000000000 -1160.208813552   14.160834824   -0.000000000
   -2.862339973    0.000000000 -1159.961144119   15.098374537   -0.000000000
   -2.844886681    0.000000000 -1159.632424890   15.609501597   -0.000000000
   -2.827433388    0.000000000 -1159.334401148   16.371014828   -0.000000000
   -2.809980096    0.000000000 -1159.020081945   17.161731886   -0.000000000
   -2.792526803    0.000000000 -1158.708902596   18.070357963   -0.000000000
   -2.775073511    0.000000000 -1158.390753433   18.993123168   -0.000000000
   -2.757620218    0.000000000 -1158.062735319   19.791305086   -0.000000000
   -2.740166926    0.000000000 -1157.717178888   20.568842302   -0.000000000
   -2.722713633    0.000000000 -1157.354871217   21.373237745   -0.000000000
   -2.705260341    0.000000000 -1156.947503829   21.998644281   -0.000000000
   -2.687807048    0.000000000 -1156.560777670   22.876437717   -0.000000000
   -2.670353756    0.000000000 -1156.153985491   23.552291640   -0.000000000
   -2.652900463    0.000000000 -1155.733552497   24.284294279   -0.000000000
   -2.635447171    0.000000000 -1155.303846669   25.038163408   -0.000000000
   -2.617993878    0.000000000 -1154.839094314   25.682350997   -0.000000000
   -2.600540585    0.000000000 -1154.413035211   26.105887698   -0.000000000
   -2.583087293    0.000000000 -1153.909247282   26.587663341   -0.000000000
   -2.565634000    0.000000000 -1153.446180955   27.300989016   -0.000000000
   -2.548180708    0.000000000 -1152.958599411   28.027492254   -0.000000000
   -2.530727415    0.000000000 -1152.467351701   28.481066542   -0.000000000
   -2.513274123    0.000000000 -1151.966680675   29.067100666   -0.000000000
   -2.495820830    0.000000000 -1151.482603390   29.374079085   -0.000000000
   -2.478367538    0.000000000 -1150.961924878   29.864893668   -0.000000000
   -2.460914245    0.000000000 -1150.427685365   30.353299585   -0.000000000
   -2.443460953    0.000000000 -1149.881087782   30.758938791   -0.000000000
   -2.426007660    0.000000000 -1149.341410287   31.215105368   -0.000000000
   -2.408554368    0.000000000 -1148.784564054   31.599705619   -0.000000000
   -2.391101075    0.000000000 -1148.248800182   31.853546629   -0.000000000
   -2.373647783    0.000000000 -1147.670761536   32.196584109   -0.000000000
   -2.356194490    0.000000000 -1147.111263270   32.554957264   -0.000000000
   -2.338741198    0.000000000 -1146.551329700   32.890824606   -0.000000000
   -2.321287905    0.000000000 -1145.974249226   33.074359302   -0.000000000
   -2.303834613    0.000000000 -1145.374868331   33.234842948   -0.000000000
   -2.286381320    0.000000000 -1144.797487349   33.469632213   -0.000000000
   -2.268928028    0.000000000 -1144.240506012   33.250530647   -0.000000000
   -2.251474735    0.000000000 -1143.668986616   33.232690006   -0.000000000
   -2.234021443    0.000000000 -1143.078009987   33.340088827   -0.000000000
   -2.216568150    0.000000000 -1142.492111603   33.438972076   -0.000000000
   -2.199114858    0.000000000 -1141.897072508   33.476575603   -0.000000000
   -2.181661565    0.000000000 -1141.295262114   33.442968983   -0.000000000
   -2.164208272    0.000000000 -1140.693678722   33.342477535   -0.000000000
   -2.146754980    0.000000000 -1140.120396564   33.196255262   -0.000000000
   -2.129301687    0.000000000 -1139.525020583   32.963182817   -0.000000000
   -2.111848395    0.000000000 -1138.940006428   32.846458943   -0.000000000
   -2.094395102    0.000000000 -1138.368304740   32.730239599   -0.000000000
   -2.076941810    0.000000000 -1137.784021202   32.530244724   -0.000000000
   -2.059488517    0.000000000 -1137.240302684   32.241888681   -0.000000000
   -2.042035225    0.000000000 -1136.654975286   31.951461736   -0.000000000
   -2.024581932    0.000000000 -1136.087374173   31.755609896   -0.000000000
   -2.007128640    0.000000000 -1135.516127861   31.359886588   -0.000000000
