#! FIELDS time d1 d2 d3
 0.000000 0.149416 0.149830 0.147925
 1.000000 0.151043 0.148017 0.151132
 2.000000 0.149144 0.148587 0.150874
 3.000000 0.152663 0.149466 0.152345
 4.000000 0.148748 0.147868 0.151023
 5.000000 0.148361 0.146209 0.147109
 6.000000 0.147682 0.149134 0.148327
 7.000000 0.144921 0.148449 0.148691
 8.000000 0.149064 0.148007 0.148977
 9.000000 0.148963 0.152030 0.151172
 10.000000 0.150336 0.152003 0.149887
 11.000000 0.148661 0.147486 0.148980
 12.000000 0.147506 0.149479 0.151175
 13.000000 0.147557 0.146796 0.148189
 14.000000 0.151809 0.154739 0.152774
 15.000000 0.148573 0.154237 0.150831
 16.000000 0.151911 0.147138 0.151835
 17.000000 0.154612 0.149970 0.151149
 18.000000 0.149967 0.150123 0.145355
 19.000000 0.148550 0.152316 0.149703
 20.000000 0.151403 0.149094 0.152951
 21.000000 0.156298 0.145718 0.150496
 22.000000 0.153883 0.152358 0.146087
 23.000000 0.145138 0.147068 0.146585
 24.000000 0.153173 0.150210 0.150292
 25.000000 0.152624 0.152542 0.149780
 26.000000 0.150286 0.150370 0.151106
 27.000000 0.147780 0.151519 0.149379
 28.000000 0.152515 0.146663 0.149073
 29.000000 0.149335 0.152335 0.151677
 30.000000 0.153261 0.146359 0.151872
 31.000000 0.149670 0.147973 0.151631
 32.000000 0.151149 0.147180 0.148462
 33.000000 0.154162 0.152931 0.155374
 34.000000 0.152310 0.150599 0.149793
 35.000000 0.149496 0.145348 0.148550
 36.000000 0.150123 0.150539 0.151479
 37.000000 0.150662 0.150708 0.152388
 38.000000 0.147414 0.149362 0.145578
 39.000000 0.148489 0.151093 0.144658
 40.000000 0.145638 0.152879 0.144568
 41.000000 0.153665 0.144682 0.149459
 42.000000 0.146127 0.154016 0.150765
 43.000000 0.152843 0.148977 0.153039
 44.000000 0.149409 0.151941 0.155836
 45.000000 0.150246 0.148946 0.148772
 46.000000 0.151697 0.149686 0.150137
 47.000000 0.147919 0.155258 0.149843
 48.000000 0.148846 0.152909 0.147258
 49.000000 0.149144 0.146045 0.148738
 50.000000 0.153652 0.147533 0.149442
 51.000000 0.149703 0.148466 0.151242
 52.000000 0.149312 0.147841 0.151756
 53.000000 0.146700 0.151937 0.151278
 54.000000 0.150263 0.148570 0.150147
 55.000000 0.150220 0.148439 0.149830
 56.000000 0.150290 0.146700 0.151961
 57.000000 0.149740 0.153873 0.152178
 58.000000 0.149870 0.147034 0.146233
