#! FIELDS theta lambda file.free der_theta der_lambda
#! SET min_theta -pi
#! SET max_theta pi
#! SET nbins_theta  360
#! SET periodic_theta true
#! SET min_lambda 0
#! SET max_lambda 15
#! SET nbins_lambda  16
#! SET periodic_lambda false
   -3.141592654    0.000000000 -891.555141162    0.159577090   -0.000000000
   -3.124139361    0.000000000 -891.538495501    1.195632358   -0.000000000
   -3.106686069    0.000000000 -891.503401135    2.215699249   -0.000000000
   -3.089232776    0.000000000 -891.462761476    3.179927662   -0.000000000
   -3.071779484    0.000000000 -891.401340620    4.182910199   -0.000000000
   -3.054326191    0.000000000 -891.316790769    5.122382045   -0.000000000
   -3.036872898    0.000000000 -891.219709032    6.144985330   -0.000000000
   -3.019419606    0.000000000 -891.097362770    7.132502589   -0.000000000
   -3.001966313    0.000000000 -890.963253754    8.151449150   -0.000000000
   -2.984513021    0.000000000 -890.803834492    9.096359881   -0.000000000
   -2.967059728    0.000000000 -890.641838025    9.973325718   -0.000000000
   -2.949606436    0.000000000 -890.457582667   10.905725666   -0.000000000
   -2.932153143    0.000000000 -890.255796964   11.806613478   -0.000000000
   -2.914699851    0.000000000 -890.039607201   12.699621876   -0.000000000
   -2.897246558    0.000000000 -889.804957304   13.555721101   -0.000000000
   -2.879793266    0.000000000 -889.547261832   14.408191596   -0.000000000
   -2.862339973    0.000000000 -889.286797232   15.265004483   -0.000000000
   -2.844886681    0.000000000 -889.011954033   16.075962913   -0.000000000
   -2.827433388    0.000000000 -888.713145389   16.921777163   -0.000000000
   -2.809980096    0.000000000 -888.404865155   17.682581384   -0.000000000
   -2.792526803    0.000000000 -888.089088794   18.502251954   -0.000000000
   -2.775073511    0.000000000 -887.758266442   19.273976827   -0.000000000
   -2.757620218    0.000000000 -887.414073749   20.126142793   -0.000000000
   -2.740166926    0.000000000 -887.050934488   20.874033274   -0.000000000
   -2.722713633    0.000000000 -886.680603905   21.672676767   -0.000000000
   -2.705260341    0.000000000 -886.303362078   22.374265439   -0.000000000
   -2.687807048    0.000000000 -885.907867609   23.078554784   -0.000000000
   -2.670353756    0.000000000 -885.497013127   23.737585161   -0.000000000
